"userId","trialNumber","stimulus","reactionTime","knocked","correct","scoreChange","newScore","timestamp","slot","week","incongruency","block","accuracy","pav","rt","HL"
23871,190,4,0,0,1,50,1900,"2025-04-06 7:08:21","1sun1go",1,"go","2",TRUE,"PI",0,"HTA"
23871,191,2,1201,1,1,0,1900,"2025-04-06 7:08:24","1sun1go",1,"go","2",TRUE,"PI",1.201,"HTA"
23871,192,3,0,0,1,50,1950,"2025-04-06 7:08:30","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,193,2,1561,1,1,0,1950,"2025-04-06 7:08:33","1sun1go",1,"go","2",TRUE,"PI",1.561,"HTA"
23871,194,4,0,0,1,0,1950,"2025-04-06 7:08:40","1sun1go",1,"go","2",TRUE,"PI",0,"HTA"
23871,195,4,0,0,1,50,2000,"2025-04-06 7:08:46","1sun1go",1,"go","2",TRUE,"PI",0,"HTA"
23871,196,2,2462,1,1,0,2000,"2025-04-06 7:08:50","1sun1go",1,"go","2",TRUE,"PI",2.462,"HTA"
23871,197,1,1472,1,1,50,2050,"2025-04-06 7:08:54","1sun1go",1,"go","2",TRUE,"PC",1.472,"HTA"
23871,198,4,0,0,1,0,2050,"2025-04-06 7:09:00","1sun1go",1,"go","2",TRUE,"PI",0,"HTA"
23871,199,1,922,1,1,50,2100,"2025-04-06 7:09:02","1sun1go",1,"go","2",TRUE,"PC",0.922,"HTA"
23871,200,3,0,0,1,0,2100,"2025-04-06 7:09:09","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,201,1,2020,1,1,50,2150,"2025-04-06 7:09:13","1sun1go",1,"go","3v1",TRUE,"PC",2.02,"HTA"
23871,202,1,1220,1,1,50,2200,"2025-04-06 7:09:16","1sun1go",1,"go","3v1",TRUE,"PC",1.22,"HTA"
23871,203,1,2131,1,1,50,2250,"2025-04-06 7:09:20","1sun1go",1,"go","3v1",TRUE,"PC",2.131,"HTA"
23871,204,4,0,0,1,50,2300,"2025-04-06 7:09:26","1sun1go",1,"go","3v1",TRUE,"PI",0,"HTA"
23871,205,2,2411,1,1,50,2350,"2025-04-06 7:09:30","1sun1go",1,"go","3v1",TRUE,"PI",2.411,"HTA"
23871,206,2,1391,1,1,0,2350,"2025-04-06 7:09:34","1sun1go",1,"go","3v1",TRUE,"PI",1.391,"HTA"
23871,207,4,0,0,1,50,2400,"2025-04-06 7:09:40","1sun1go",1,"go","3v1",TRUE,"PI",0,"HTA"
23871,208,2,2521,1,1,0,2400,"2025-04-06 7:09:44","1sun1go",1,"go","3v1",TRUE,"PI",2.521,"HTA"
23871,209,2,861,1,1,0,2400,"2025-04-06 7:09:47","1sun1go",1,"go","3v1",TRUE,"PI",0.861,"HTA"
23871,210,2,1192,1,1,0,2400,"2025-04-06 7:09:51","1sun1go",1,"go","3v1",TRUE,"PI",1.192,"HTA"
23871,211,2,781,1,1,0,2400,"2025-04-06 7:09:53","1sun1go",1,"go","3v1",TRUE,"PI",0.781,"HTA"
23871,212,3,0,0,1,0,2400,"2025-04-06 7:09:53","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,213,4,0,0,1,50,2450,"2025-04-06 7:10:05","1sun1go",1,"go","3v1",TRUE,"PI",0,"HTA"
23871,214,2,1161,1,1,0,2450,"2025-04-06 7:10:09","1sun1go",1,"go","3v1",TRUE,"PI",1.161,"HTA"
23871,215,3,0,0,1,0,2450,"2025-04-06 7:10:15","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,216,2,2191,1,1,0,2450,"2025-04-06 7:10:19","1sun1go",1,"go","3v1",TRUE,"PI",2.191,"HTA"
23871,217,2,1731,1,1,0,2450,"2025-04-06 7:10:23","1sun1go",1,"go","3v1",TRUE,"PI",1.731,"HTA"
23871,218,2,561,1,1,0,2450,"2025-04-06 7:10:25","1sun1go",1,"go","3v1",TRUE,"PI",0.561,"HTA"
23871,219,4,1292,1,0,0,2450,"2025-04-06 7:10:28","1sun1go",1,"go","3v1",FALSE,"PI",1.292,"HTA"
23871,220,2,2881,1,1,0,2450,"2025-04-06 7:10:33","1sun1go",1,"go","3v1",TRUE,"PI",2.881,"HTA"
23871,221,2,690,1,1,0,2450,"2025-04-06 7:10:36","1sun1go",1,"go","3v1",TRUE,"PI",0.69,"HTA"
23871,222,2,721,1,1,50,2500,"2025-04-06 7:10:39","1sun1go",1,"go","3v1",TRUE,"PI",0.721,"HTA"
23871,223,1,1862,1,1,50,2550,"2025-04-06 7:10:43","1sun1go",1,"go","3v1",TRUE,"PC",1.862,"HTA"
23871,224,2,1201,1,1,0,2550,"2025-04-06 7:10:46","1sun1go",1,"go","3v1",TRUE,"PI",1.201,"HTA"
23871,225,2,1331,1,1,50,2600,"2025-04-06 7:10:49","1sun1go",1,"go","3v1",TRUE,"PI",1.331,"HTA"
23871,226,4,1111,1,0,0,2600,"2025-04-06 7:10:52","1sun1go",1,"go","3v1",FALSE,"PI",1.111,"HTA"
23871,227,2,781,1,1,0,2600,"2025-04-06 7:10:55","1sun1go",1,"go","3v1",TRUE,"PI",0.781,"HTA"
23871,188,4,0,0,1,50,1800,"2025-04-06 7:08:11","1sun1go",1,"go","2",TRUE,"PI",0,"HTA"
23871,189,1,1130,1,1,50,1850,"2025-04-06 7:08:15","1sun1go",1,"go","2",TRUE,"PC",1.13,"HTA"
23871,107,2,1422,1,1,0,450,"2025-04-06 7:02:23","1sun1go",1,"go","2",TRUE,"PI",1.422,"HTA"
23871,108,1,921,1,1,50,500,"2025-04-06 7:02:26","1sun1go",1,"go","2",TRUE,"PC",0.921,"HTA"
23871,109,4,1470,1,0,0,500,"2025-04-06 7:02:29","1sun1go",1,"go","2",FALSE,"PI",1.47,"HTA"
23871,110,2,1221,1,1,0,500,"2025-04-06 7:02:32","1sun1go",1,"go","2",TRUE,"PI",1.221,"HTA"
23871,111,3,0,0,1,0,500,"2025-04-06 7:02:38","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,112,3,0,0,1,0,500,"2025-04-06 7:02:44","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,113,2,870,1,1,0,500,"2025-04-06 7:02:47","1sun1go",1,"go","2",TRUE,"PI",0.87,"HTA"
23871,114,4,1892,1,0,0,500,"2025-04-06 7:02:51","1sun1go",1,"go","2",FALSE,"PI",1.892,"HTA"
23871,115,4,1421,1,0,0,500,"2025-04-06 7:02:55","1sun1go",1,"go","2",FALSE,"PI",1.421,"HTA"
23871,116,4,2182,1,0,0,500,"2025-04-06 7:02:59","1sun1go",1,"go","2",FALSE,"PI",2.182,"HTA"
23871,117,4,1872,1,0,0,500,"2025-04-06 7:03:03","1sun1go",1,"go","2",FALSE,"PI",1.872,"HTA"
23871,118,4,1902,1,0,0,500,"2025-04-06 7:03:07","1sun1go",1,"go","2",FALSE,"PI",1.902,"HTA"
23871,119,3,0,0,1,50,550,"2025-04-06 7:03:13","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,120,4,1530,1,0,0,550,"2025-04-06 7:03:16","1sun1go",1,"go","2",FALSE,"PI",1.53,"HTA"
23871,121,4,2050,1,0,0,550,"2025-04-06 7:03:20","1sun1go",1,"go","2",FALSE,"PI",2.05,"HTA"
23871,122,2,1341,1,1,0,550,"2025-04-06 7:03:24","1sun1go",1,"go","2",TRUE,"PI",1.341,"HTA"
23871,123,2,1840,1,1,50,600,"2025-04-06 7:03:28","1sun1go",1,"go","2",TRUE,"PI",1.84,"HTA"
23871,124,4,1821,1,0,0,600,"2025-04-06 7:03:31","1sun1go",1,"go","2",FALSE,"PI",1.821,"HTA"
23871,248,4,2132,1,0,0,2850,"2025-04-06 7:12:26","1sun1go",1,"go","3v1",FALSE,"PI",2.132,"HTA"
23871,249,4,891,1,0,0,2850,"2025-04-06 7:12:29","1sun1go",1,"go","3v1",FALSE,"PI",0.891,"HTA"
23871,250,1,1341,1,1,0,2850,"2025-04-06 7:12:32","1sun1go",1,"go","3v1",TRUE,"PC",1.341,"HTA"
23871,251,1,891,1,1,50,2900,"2025-04-06 7:12:35","1sun1go",1,"go","3v1",TRUE,"PC",0.891,"HTA"
23871,129,3,0,0,1,0,700,"2025-04-06 7:03:52","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,130,4,1701,1,0,0,700,"2025-04-06 7:03:55","1sun1go",1,"go","2",FALSE,"PI",1.701,"HTA"
23871,131,3,0,0,1,0,700,"2025-04-06 7:04:01","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,132,4,1560,1,0,0,700,"2025-04-06 7:04:05","1sun1go",1,"go","2",FALSE,"PI",1.56,"HTA"
23871,133,2,1690,1,1,0,700,"2025-04-06 7:04:09","1sun1go",1,"go","2",TRUE,"PI",1.69,"HTA"
23871,134,4,1751,1,0,0,700,"2025-04-06 7:04:13","1sun1go",1,"go","2",FALSE,"PI",1.751,"HTA"
23871,135,3,0,0,1,50,750,"2025-04-06 7:04:18","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,136,1,1071,1,1,50,800,"2025-04-06 7:04:22","1sun1go",1,"go","2",TRUE,"PC",1.071,"HTA"
23871,137,4,1671,1,0,0,800,"2025-04-06 7:04:25","1sun1go",1,"go","2",FALSE,"PI",1.671,"HTA"
23871,138,3,0,0,1,0,800,"2025-04-06 7:04:31","1sun1go",1,"go","2",TRUE,"PC",0,"HTA"
23871,139,4,1390,1,0,0,800,"2025-04-06 7:04:35","1sun1go",1,"go","2",FALSE,"PI",1.39,"HTA"
23871,140,2,0,0,0,-50,750,"2025-04-06 7:04:41","1sun1go",1,"go","2",FALSE,"PI",0,"HTA"
23871,383,3,0,0,1,0,5500,"2025-04-06 7:21:57","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,385,4,0,0,1,50,5550,"2025-04-06 7:22:02","1sun1go",1,"go","4",TRUE,"PI",0,"HTA"
23871,386,4,0,0,1,50,5600,"2025-04-06 7:22:08","1sun1go",1,"go","4",TRUE,"PI",0,"HTA"
23871,387,3,0,0,1,0,5600,"2025-04-06 7:22:14","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,388,2,2371,1,1,0,5600,"2025-04-06 7:22:19","1sun1go",1,"go","4",TRUE,"PI",2.371,"HTA"
23871,389,3,0,0,1,0,5600,"2025-04-06 7:22:25","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,390,1,810,1,1,50,5650,"2025-04-06 7:22:28","1sun1go",1,"go","4",TRUE,"PC",0.81,"HTA"
23871,391,1,700,1,1,0,5650,"2025-04-06 7:22:30","1sun1go",1,"go","4",TRUE,"PC",0.7,"HTA"
23871,392,3,0,0,1,0,5650,"2025-04-06 7:22:36","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,393,2,1310,1,1,0,5650,"2025-04-06 7:22:40","1sun1go",1,"go","4",TRUE,"PI",1.31,"HTA"
23871,394,3,0,0,1,0,5650,"2025-04-06 7:22:46","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,395,4,0,0,1,50,5700,"2025-04-06 7:22:52","1sun1go",1,"go","4",TRUE,"PI",0,"HTA"
23871,396,2,1401,1,1,50,5750,"2025-04-06 7:22:55","1sun1go",1,"go","4",TRUE,"PI",1.401,"HTA"
23871,397,3,0,0,1,0,5750,"2025-04-06 7:23:01","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,398,1,820,1,1,0,5750,"2025-04-06 7:23:04","1sun1go",1,"go","4",TRUE,"PC",0.82,"HTA"
23871,399,3,0,0,1,50,5800,"2025-04-06 7:23:10","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,400,3,0,0,1,50,5850,"2025-04-06 7:23:16","1sun1go",1,"go","4",TRUE,"PC",0,"HTA"
23871,35,1,1271,1,1,50,50,"2025-04-06 6:57:29","1sun1go",1,"go","1",TRUE,"PC",1.271,"HTA"
23871,36,2,0,0,0,-50,0,"2025-04-06 6:57:35","1sun1go",1,"go","1",FALSE,"PI",0,"HTA"
23871,37,3,1420,1,0,-50,-50,"2025-04-06 6:57:39","1sun1go",1,"go","1",FALSE,"PC",1.42,"HTA"
23871,38,1,1210,1,1,50,0,"2025-04-06 6:57:42","1sun1go",1,"go","1",TRUE,"PC",1.21,"HTA"
23871,39,3,1250,1,0,0,0,"2025-04-06 6:57:45","1sun1go",1,"go","1",FALSE,"PC",1.25,"HTA"
23871,40,2,1621,1,1,50,50,"2025-04-06 6:57:49","1sun1go",1,"go","1",TRUE,"PI",1.621,"HTA"
23871,41,4,1561,1,0,0,50,"2025-04-06 6:57:52","1sun1go",1,"go","1",FALSE,"PI",1.561,"HTA"
23871,42,1,1951,1,1,50,100,"2025-04-06 6:57:56","1sun1go",1,"go","1",TRUE,"PC",1.951,"HTA"
23871,43,3,1352,1,0,0,100,"2025-04-06 6:58:00","1sun1go",1,"go","1",FALSE,"PC",1.352,"HTA"
23871,44,1,1122,1,1,50,150,"2025-04-06 6:58:03","1sun1go",1,"go","1",TRUE,"PC",1.122,"HTA"
23871,45,3,1401,1,0,0,150,"2025-04-06 6:58:06","1sun1go",1,"go","1",FALSE,"PC",1.401,"HTA"
23871,46,2,1281,1,1,0,150,"2025-04-06 6:58:10","1sun1go",1,"go","1",TRUE,"PI",1.281,"HTA"
23871,47,4,1080,1,0,0,150,"2025-04-06 6:58:13","1sun1go",1,"go","1",FALSE,"PI",1.08,"HTA"
23871,48,3,1561,1,0,-50,100,"2025-04-06 6:58:17","1sun1go",1,"go","1",FALSE,"PC",1.561,"HTA"
23871,49,1,3061,1,1,50,150,"2025-04-06 6:58:21","1sun1go",1,"go","1",TRUE,"PC",3.061,"HTA"
23871,50,2,1442,1,1,0,150,"2025-04-06 6:58:25","1sun1go",1,"go","1",TRUE,"PI",1.442,"HTA"
23871,51,2,961,1,1,0,150,"2025-04-06 6:58:28","1sun1go",1,"go","1",TRUE,"PI",0.961,"HTA"
23871,52,4,1170,1,0,-50,100,"2025-04-06 6:58:31","1sun1go",1,"go","1",FALSE,"PI",1.17,"HTA"
23871,53,2,1371,1,1,0,100,"2025-04-06 6:58:35","1sun1go",1,"go","1",TRUE,"PI",1.371,"HTA"
23871,54,4,2431,1,0,0,100,"2025-04-06 6:58:39","1sun1go",1,"go","1",FALSE,"PI",2.431,"HTA"
23871,55,1,2341,1,1,50,150,"2025-04-06 6:58:43","1sun1go",1,"go","1",TRUE,"PC",2.341,"HTA"
23871,56,3,2050,1,0,0,150,"2025-04-06 6:58:47","1sun1go",1,"go","1",FALSE,"PC",2.05,"HTA"
23871,57,4,11,1,0,0,150,"2025-04-06 6:58:49","1sun1go",1,"go","1",FALSE,"PI",0.011,"HTA"
23871,58,3,0,0,1,50,200,"2025-04-06 6:58:55","1sun1go",1,"go","1",TRUE,"PC",0,"HTA"
23871,59,3,3870,1,0,-50,150,"2025-04-06 6:59:01","1sun1go",1,"go","1",FALSE,"PC",3.87,"HTA"
23871,60,3,2201,1,0,-50,100,"2025-04-06 6:59:06","1sun1go",1,"go","1",FALSE,"PC",2.201,"HTA"
23871,61,2,1072,1,1,0,100,"2025-04-06 6:59:09","1sun1go",1,"go","1",TRUE,"PI",1.072,"HTA"
23871,62,4,1811,1,0,-50,50,"2025-04-06 6:59:12","1sun1go",1,"go","1",FALSE,"PI",1.811,"HTA"
23871,63,1,1801,1,1,50,100,"2025-04-06 6:59:16","1sun1go",1,"go","1",TRUE,"PC",1.801,"HTA"
23871,64,4,2090,1,0,0,100,"2025-04-06 6:59:20","1sun1go",1,"go","1",FALSE,"PI",2.09,"HTA"
23871,65,3,0,0,1,0,100,"2025-04-06 6:59:26","1sun1go",1,"go","1",TRUE,"PC",0,"HTA"
23871,66,4,51,1,0,-50,50,"2025-04-06 6:59:29","1sun1go",1,"go","1",FALSE,"PI",0.051,"HTA"
23871,67,4,3341,1,0,0,50,"2025-04-06 6:59:34","1sun1go",1,"go","1",FALSE,"PI",3.341,"HTA"
23871,68,1,1502,1,1,50,100,"2025-04-06 6:59:37","1sun1go",1,"go","1",TRUE,"PC",1.502,"HTA"
23871,69,2,0,0,0,0,100,"2025-04-06 6:59:43","1sun1go",1,"go","1",FALSE,"PI",0,"HTA"
23871,70,3,2331,1,0,0,100,"2025-04-06 6:59:48","1sun1go",1,"go","1",FALSE,"PC",2.331,"HTA"
23871,71,2,1851,1,1,0,100,"2025-04-06 6:59:52","1sun1go",1,"go","1",TRUE,"PI",1.851,"HTA"
23871,72,1,2411,1,1,50,150,"2025-04-06 6:59:56","1sun1go",1,"go","1",TRUE,"PC",2.411,"HTA"
23871,73,2,0,0,0,0,150,"2025-04-06 7:00:02","1sun1go",1,"go","1",FALSE,"PI",0,"HTA"
23871,74,1,2880,1,1,50,200,"2025-04-06 7:00:07","1sun1go",1,"go","1",TRUE,"PC",2.88,"HTA"
23871,75,2,2401,1,1,0,200,"2025-04-06 7:00:11","1sun1go",1,"go","1",TRUE,"PI",2.401,"HTA"
23871,76,4,1911,1,0,0,200,"2025-04-06 7:00:15","1sun1go",1,"go","1",FALSE,"PI",1.911,"HTA"
23871,77,1,1422,1,1,50,250,"2025-04-06 7:00:19","1sun1go",1,"go","1",TRUE,"PC",1.422,"HTA"
23871,78,4,1650,1,0,0,250,"2025-04-06 7:00:22","1sun1go",1,"go","1",FALSE,"PI",1.65,"HTA"
23871,79,1,1360,1,1,50,300,"2025-04-06 7:00:26","1sun1go",1,"go","1",TRUE,"PC",1.36,"HTA"
23871,80,2,0,0,0,-50,250,"2025-04-06 7:00:32","1sun1go",1,"go","1",FALSE,"PI",0,"HTA"
23871,81,3,1001,1,0,0,250,"2025-04-06 7:00:35","1sun1go",1,"go","1",FALSE,"PC",1.001,"HTA"
23871,82,2,1962,1,1,0,250,"2025-04-06 7:00:39","1sun1go",1,"go","1",TRUE,"PI",1.962,"HTA"
23871,83,4,2981,1,0,0,250,"2025-04-06 7:00:44","1sun1go",1,"go","1",FALSE,"PI",2.981,"HTA"
23871,84,2,2462,1,1,0,250,"2025-04-06 7:00:49","1sun1go",1,"go","1",TRUE,"PI",2.462,"HTA"
23871,85,3,1741,1,0,-50,200,"2025-04-06 7:00:52","1sun1go",1,"go","1",FALSE,"PC",1.741,"HTA"
23871,86,4,2970,1,0,0,200,"2025-04-06 7:00:57","1sun1go",1,"go","1",FALSE,"PI",2.97,"HTA"
23871,87,1,862,1,1,50,250,"2025-04-06 7:01:00","1sun1go",1,"go","1",TRUE,"PC",0.862,"HTA"
23871,88,1,671,1,1,50,300,"2025-04-06 7:01:03","1sun1go",1,"go","1",TRUE,"PC",0.671,"HTA"
23871,89,3,2122,1,0,0,300,"2025-04-06 7:01:07","1sun1go",1,"go","1",FALSE,"PC",2.122,"HTA"
23871,90,1,1291,1,1,50,350,"2025-04-06 7:01:10","1sun1go",1,"go","1",TRUE,"PC",1.291,"HTA"
23871,91,3,1241,1,0,-50,300,"2025-04-06 7:01:13","1sun1go",1,"go","1",FALSE,"PC",1.241,"HTA"
23871,92,1,1151,1,1,50,350,"2025-04-06 7:01:17","1sun1go",1,"go","1",TRUE,"PC",1.151,"HTA"
23871,93,3,0,0,1,0,350,"2025-04-06 7:01:23","1sun1go",1,"go","1",TRUE,"PC",0,"HTA"
23871,94,2,1680,1,1,0,350,"2025-04-06 7:01:26","1sun1go",1,"go","1",TRUE,"PI",1.68,"HTA"
23871,95,2,1222,1,1,0,350,"2025-04-06 7:01:30","1sun1go",1,"go","1",TRUE,"PI",1.222,"HTA"
23871,96,3,2070,1,0,-50,300,"2025-04-06 7:01:34","1sun1go",1,"go","1",FALSE,"PC",2.07,"HTA"
23871,97,3,0,0,1,0,300,"2025-04-06 7:01:40","1sun1go",1,"go","1",TRUE,"PC",0,"HTA"
23871,98,3,0,0,1,0,300,"2025-04-06 7:01:46","1sun1go",1,"go","1",TRUE,"PC",0,"HTA"
23871,99,1,1251,1,1,50,350,"2025-04-06 7:01:49","1sun1go",1,"go","1",TRUE,"PC",1.251,"HTA"
23871,100,3,0,0,1,0,350,"2025-04-06 7:01:55","1sun1go",1,"go","1",TRUE,"PC",0,"HTA"
23871,101,2,1631,1,1,0,350,"2025-04-06 7:01:59","1sun1go",1,"go","2",TRUE,"PI",1.631,"HTA"
23871,102,2,981,1,1,50,400,"2025-04-06 7:02:02","1sun1go",1,"go","2",TRUE,"PI",0.981,"HTA"
23871,228,2,801,1,1,0,2600,"2025-04-06 7:10:58","1sun1go",1,"go","3v1",TRUE,"PI",0.801,"HTA"
23871,229,1,1231,1,1,0,2600,"2025-04-06 7:11:01","1sun1go",1,"go","3v1",TRUE,"PC",1.231,"HTA"
23871,230,2,1061,1,1,0,2600,"2025-04-06 7:11:04","1sun1go",1,"go","3v1",TRUE,"PI",1.061,"HTA"
23871,231,3,0,0,1,50,2650,"2025-04-06 7:11:10","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,232,4,2320,1,0,-50,2600,"2025-04-06 7:11:15","1sun1go",1,"go","3v1",FALSE,"PI",2.32,"HTA"
23871,233,2,2721,1,1,0,2600,"2025-04-06 7:11:19","1sun1go",1,"go","3v1",TRUE,"PI",2.721,"HTA"
23871,234,2,751,1,1,50,2650,"2025-04-06 7:11:22","1sun1go",1,"go","3v1",TRUE,"PI",0.751,"HTA"
23871,235,3,0,0,1,0,2650,"2025-04-06 7:11:28","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,236,4,3110,1,0,0,2650,"2025-04-06 7:11:33","1sun1go",1,"go","3v1",FALSE,"PI",3.11,"HTA"
23871,237,3,0,0,1,50,2700,"2025-04-06 7:11:39","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,238,3,0,0,1,0,2700,"2025-04-06 7:11:47","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,239,2,1022,1,1,0,2700,"2025-04-06 7:11:48","1sun1go",1,"go","3v1",TRUE,"PI",1.022,"HTA"
23871,240,3,0,0,1,0,2700,"2025-04-06 7:11:54","1sun1go",1,"go","3v1",TRUE,"PC",0,"HTA"
23871,242,4,831,1,0,0,2700,"2025-04-06 7:12:01","1sun1go",1,"go","3v1",FALSE,"PI",0.831,"HTA"
23871,241,4,1452,1,0,0,2700,"2025-04-06 7:12:01","1sun1go",1,"go","3v1",FALSE,"PI",1.452,"HTA"
