Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward
81,B1_MC,PC,NAL,-1,0,,
82,B1_MC,PC,NAL,-1,0,,
83,B1_MC,PI,GAL,-1,1,,
84,B1_MC,PC,GW,1,1,,
85,B1_MC,PC,GW,1,1,,
86,B1_MC,PC,GW,1,1,,
87,B1_MC,PI,NW,1,0,,
88,B1_MC,PI,NW,1,0,,
89,B1_MC,PI,GAL,-1,1,,
90,B1_MC,PI,NW,1,0,,
91,B1_MC,PI,NW,1,0,,
92,B1_MC,PC,NAL,-1,0,,
93,B1_MC,PI,GAL,-1,1,,
94,B1_MC,PC,GW,1,1,,
95,B1_MC,PC,GW,1,1,,
96,B1_MC,PC,GW,1,1,,
97,B1_MC,PI,GAL,-1,1,,
98,B1_MC,PC,NAL,-1,0,,
99,B1_MC,PC,GW,1,1,,
100,B1_MC,PI,NW,1,0,,
101,B1_MC,PI,NW,1,0,,
102,B1_MC,PC,GW,1,1,,
103,B1_MC,PI,NW,1,0,,
104,B1_MC,PI,GAL,-1,1,,
105,B1_MC,PI,GAL,-1,1,,
106,B1_MC,PC,NAL,-1,0,,
107,B1_MC,PI,NW,1,0,,
108,B1_MC,PI,NW,1,0,,
109,B1_MC,PC,NAL,-1,0,,
110,B1_MC,PC,GW,1,1,,
111,B1_MC,PC,GW,1,1,,
112,B1_MC,PI,GAL,-1,1,,
113,B1_MC,PI,NW,1,0,,
114,B1_MC,PC,GW,1,1,,
115,B1_MC,PC,NAL,-1,0,,
116,B1_MC,PC,GW,1,1,,
117,B1_MC,PC,GW,1,1,,
118,B1_MC,PI,NW,1,0,,
119,B1_MC,PC,NAL,-1,0,,
120,B1_MC,PC,GW,1,1,,
121,B1_MC,PI,GAL,-1,1,,
122,B1_MC,PI,NW,1,0,,
123,B1_MC,PC,NAL,-1,0,,
124,B1_MC,PC,NAL,-1,0,,
125,B1_MC,PC,GW,1,1,,
126,B1_MC,PC,GW,1,1,,
127,B1_MC,PC,GW,1,1,,
128,B1_MC,PC,GW,1,1,,
129,B1_MC,PC,GW,1,1,,
130,B1_MC,PI,GAL,-1,1,,
131,B1_MC,PI,NW,1,0,,
132,B1_MC,PC,GW,1,1,,
133,B1_MC,PC,NAL,-1,0,,
134,B1_MC,PI,NW,1,0,,
135,B1_MC,PI,GAL,-1,1,,
136,B1_MC,PC,NAL,-1,0,,
137,B1_MC,PC,NAL,-1,0,,
138,B1_MC,PC,NAL,-1,0,,
139,B1_MC,PI,NW,1,0,,
140,B1_MC,PI,GAL,-1,1,,
141,B1_MC,PC,GW,1,1,,
142,B1_MC,PC,NAL,-1,0,,
143,B1_MC,PC,NAL,-1,0,,
144,B1_MC,PI,GAL,-1,1,,
145,B1_MC,PI,GAL,-1,1,,
146,B1_MC,PC,NAL,-1,0,,
147,B1_MC,PC,NAL,-1,0,,
148,B1_MC,PI,GAL,-1,1,,
149,B1_MC,PC,NAL,-1,0,,
150,B1_MC,PC,GW,1,1,,
151,B1_MC,PI,GAL,-1,1,,
152,B1_MC,PC,GW,1,1,,
153,B1_MC,PI,NW,1,0,,
154,B1_MC,PI,GAL,-1,1,,
155,B1_MC,PI,NW,1,0,,
156,B1_MC,PC,GW,1,1,,
157,B1_MC,PI,NW,1,0,,
158,B1_MC,PI,GAL,-1,1,,
159,B1_MC,PC,GW,1,1,,
160,B1_MC,PI,GAL,-1,1,,
161,B1_MC,PI,NW,1,0,,
162,B1_MC,PC,NAL,-1,0,,
163,B1_MC,PC,NAL,-1,0,,
164,B1_MC,PC,GW,1,1,,
165,B1_MC,PC,GW,1,1,,
166,B1_MC,PI,GAL,-1,1,,
167,B1_MC,PC,GW,1,1,,
168,B1_MC,PI,NW,1,0,,
169,B1_MC,PC,NAL,-1,0,,
170,B1_MC,PC,NAL,-1,0,,
171,B1_MC,PC,GW,1,1,,
172,B1_MC,PC,NAL,-1,0,,
173,B1_MC,PI,GAL,-1,1,,
174,B1_MC,PC,NAL,-1,0,,
175,B1_MC,PC,GW,1,1,,
176,B1_MC,PC,NAL,-1,0,,
177,B1_MC,PI,NW,1,0,,
178,B1_MC,PI,GAL,-1,1,,
179,B1_MC,PC,NAL,-1,0,,
180,B1_MC,PC,GW,1,1,,
181,B1_MC,PC,GW,1,1,,
182,B1_MC,PI,NW,1,0,,
183,B1_MC,PC,GW,1,1,,
184,B1_MC,PI,NW,1,0,,
185,B1_MC,PC,NAL,-1,0,,
186,B1_MC,PI,NW,1,0,,
187,B1_MC,PC,NAL,-1,0,,
188,B1_MC,PC,GW,1,1,,
189,B1_MC,PI,NW,1,0,,
190,B1_MC,PC,NAL,-1,0,,
191,B1_MC,PI,NW,1,0,,
192,B1_MC,PI,GAL,-1,1,,
193,B1_MC,PI,NW,1,0,,
194,B1_MC,PC,NAL,-1,0,,
195,B1_MC,PI,NW,1,0,,
196,B1_MC,PC,GW,1,1,,
197,B1_MC,PI,GAL,-1,1,,
198,B1_MC,PC,GW,1,1,,
199,B1_MC,PI,GAL,-1,1,,
200,B1_MC,PI,GAL,-1,1,,
201,B1_MC,PC,NAL,-1,0,,
202,B1_MC,PI,NW,1,0,,
203,B1_MC,PI,NW,1,0,,
204,B1_MC,PI,GAL,-1,1,,
205,B1_MC,PC,GW,1,1,,
206,B1_MC,PC,GW,1,1,,
207,B1_MC,PI,NW,1,0,,
208,B1_MC,PC,GW,1,1,,
209,B1_MC,PC,GW,1,1,,
210,B1_MC,PI,GAL,-1,1,,
211,B1_MC,PI,NW,1,0,,
212,B1_MC,PI,GAL,-1,1,,
213,B1_MC,PC,NAL,-1,0,,
214,B1_MC,PI,NW,1,0,,
215,B1_MC,PC,NAL,-1,0,,
216,B1_MC,PI,GAL,-1,1,,
217,B1_MC,PI,NW,1,0,,
218,B1_MC,PI,GAL,-1,1,,
219,B1_MC,PI,GAL,-1,1,,
220,B1_MC,PI,NW,1,0,,
221,B1_MC,PC,NAL,-1,0,,
222,B1_MC,PC,NAL,-1,0,,
223,B1_MC,PI,NW,1,0,,
224,B1_MC,PI,NW,1,0,,
225,B1_MC,PC,NAL,-1,0,,
226,B1_MC,PC,NAL,-1,0,,
227,B1_MC,PI,NW,1,0,,
228,B1_MC,PI,NW,1,0,,
229,B1_MC,PI,GAL,-1,1,,
230,B1_MC,PI,GAL,-1,1,,
231,B1_MC,PI,GAL,-1,1,,
232,B1_MC,PC,NAL,-1,0,,
233,B1_MC,PC,NAL,-1,0,,
234,B1_MC,PC,NAL,-1,0,,
235,B1_MC,PC,NAL,-1,0,,
236,B1_MC,PC,NAL,-1,0,,
237,B1_MC,PC,NAL,-1,0,,
238,B1_MC,PI,NW,1,0,,
239,B1_MC,PC,GW,1,1,,
240,B1_MC,PI,NW,1,0,,
241,B1_MC,PI,GAL,-1,1,,
242,B1_MC,PI,NW,1,0,,
243,B1_MC,PC,GW,1,1,,
244,B1_MC,PC,GW,1,1,,
245,B1_MC,PC,GW,1,1,,
246,B1_MC,PC,NAL,-1,0,,
247,B1_MC,PI,GAL,-1,1,,
248,B1_MC,PI,NW,1,0,,
249,B1_MC,PC,NAL,-1,0,,
250,B1_MC,PC,GW,1,1,,
251,B1_MC,PC,NAL,-1,0,,
252,B1_MC,PC,GW,1,1,,
253,B1_MC,PI,NW,1,0,,
254,B1_MC,PC,NAL,-1,0,,
255,B1_MC,PI,NW,1,0,,
256,B1_MC,PI,GAL,-1,1,,
257,B1_MC,PI,GAL,-1,1,,
258,B1_MC,PC,GW,1,1,,
259,B1_MC,PI,GAL,-1,1,,
260,B1_MC,PI,NW,1,0,,
261,B1_MC,PI,GAL,-1,1,,
262,B1_MC,PI,NW,1,0,,
263,B1_MC,PC,GW,1,1,,
264,B1_MC,PC,NAL,-1,0,,
265,B1_MC,PC,NAL,-1,0,,
266,B1_MC,PI,NW,1,0,,
267,B1_MC,PC,NAL,-1,0,,
268,B1_MC,PC,NAL,-1,0,,
269,B1_MC,PC,NAL,-1,0,,
270,B1_MC,PC,GW,1,1,,
271,B1_MC,PC,NAL,-1,0,,
272,B1_MC,PI,GAL,-1,1,,
273,B1_MC,PC,GW,1,1,,
274,B1_MC,PI,NW,1,0,,
275,B1_MC,PI,GAL,-1,1,,
276,B1_MC,PI,GAL,-1,1,,
277,B1_MC,PI,GAL,-1,1,,
278,B1_MC,PC,GW,1,1,,
279,B1_MC,PC,GW,1,1,,
280,B1_MC,PI,NW,1,0,,
281,B1_MC,PC,NAL,-1,0,,
282,B1_MC,PC,NAL,-1,0,,
283,B1_MC,PC,GW,1,1,,
284,B1_MC,PI,GAL,-1,1,,
285,B1_MC,PC,NAL,-1,0,,
286,B1_MC,PI,NW,1,0,,
287,B1_MC,PC,NAL,-1,0,,
288,B1_MC,PC,GW,1,1,,
289,B1_MC,PI,NW,1,0,,
290,B1_MC,PC,GW,1,1,,
291,B1_MC,PC,GW,1,1,,
292,B1_MC,PC,NAL,-1,0,,
293,B1_MC,PI,GAL,-1,1,,
294,B1_MC,PI,NW,1,0,,
295,B1_MC,PC,GW,1,1,,
296,B1_MC,PC,NAL,-1,0,,
297,B1_MC,PC,GW,1,1,,
298,B1_MC,PI,NW,1,0,,
299,B1_MC,PI,GAL,-1,1,,
300,B1_MC,PI,NW,1,0,,
301,B1_MC,PI,NW,1,0,,
302,B1_MC,PC,GW,1,1,,
303,B1_MC,PI,GAL,-1,1,,
304,B1_MC,PC,NAL,-1,0,,
305,B1_MC,PI,GAL,-1,1,,
306,B1_MC,PC,NAL,-1,0,,
307,B1_MC,PC,GW,1,1,,
308,B1_MC,PC,GW,1,1,,
309,B1_MC,PI,GAL,-1,1,,
310,B1_MC,PC,NAL,-1,0,,
311,B1_MC,PI,NW,1,0,,
312,B1_MC,PC,GW,1,1,,
313,B1_MC,PC,NAL,-1,0,,
314,B1_MC,PI,NW,1,0,,
315,B1_MC,PI,NW,1,0,,
316,B1_MC,PI,GAL,-1,1,,
317,B1_MC,PC,GW,1,1,,
318,B1_MC,PI,NW,1,0,,
319,B1_MC,PC,GW,1,1,,
320,B1_MC,PI,GAL,-1,1,,
321,B1_MC,PI,GAL,-1,1,,
322,B1_MC,PI,NW,1,0,,
323,B1_MC,PC,GW,1,1,,
324,B1_MC,PI,GAL,-1,1,,
325,B1_MC,PI,NW,1,0,,
326,B1_MC,PC,GW,1,1,,
327,B1_MC,PI,GAL,-1,1,,
328,B1_MC,PC,GW,1,1,,
329,B1_MC,PI,NW,1,0,,
330,B1_MC,PI,GAL,-1,1,,
331,B1_MC,PI,NW,1,0,,
332,B1_MC,PC,NAL,-1,0,,
333,B1_MC,PC,NAL,-1,0,,
334,B1_MC,PI,GAL,-1,1,,
335,B1_MC,PI,NW,1,0,,
336,B1_MC,PC,GW,1,1,,
337,B1_MC,PC,NAL,-1,0,,
338,B1_MC,PC,GW,1,1,,
339,B1_MC,PI,GAL,-1,1,,
340,B1_MC,PC,GW,1,1,,
341,B1_MC,PC,NAL,-1,0,,
342,B1_MC,PC,NAL,-1,0,,
343,B1_MC,PI,NW,1,0,,
344,B1_MC,PI,GAL,-1,1,,
345,B1_MC,PC,GW,1,1,,
346,B1_MC,PI,GAL,-1,1,,
347,B1_MC,PI,GAL,-1,1,,
348,B1_MC,PI,NW,1,0,,
349,B1_MC,PC,GW,1,1,,
350,B1_MC,PC,NAL,-1,0,,
351,B1_MC,PC,NAL,-1,0,,
352,B1_MC,PI,GAL,-1,1,,
353,B1_MC,PC,NAL,-1,0,,
354,B1_MC,PC,GW,1,1,,
355,B1_MC,PC,NAL,-1,0,,
356,B1_MC,PC,GW,1,1,,
357,B1_MC,PC,NAL,-1,0,,
358,B1_MC,PI,GAL,-1,1,,
359,B1_MC,PC,NAL,-1,0,,
360,B1_MC,PC,GW,1,1,,
361,B1_MC,PI,GAL,-1,1,,
362,B1_MC,PC,GW,1,1,,
363,B1_MC,PC,NAL,-1,0,,
364,B1_MC,PI,NW,1,0,,
365,B1_MC,PI,GAL,-1,1,,
366,B1_MC,PI,NW,1,0,,
367,B1_MC,PI,NW,1,0,,
368,B1_MC,PC,GW,1,1,,
369,B1_MC,PC,NAL,-1,0,,
370,B1_MC,PC,NAL,-1,0,,
371,B1_MC,PI,GAL,-1,1,,
372,B1_MC,PC,GW,1,1,,
373,B1_MC,PI,GAL,-1,1,,
374,B1_MC,PC,GW,1,1,,
375,B1_MC,PI,GAL,-1,1,,
376,B1_MC,PI,GAL,-1,1,,
377,B1_MC,PI,NW,1,0,,
378,B1_MC,PC,NAL,-1,0,,
379,B1_MC,PI,NW,1,0,,
380,B1_MC,PC,GW,1,1,,
381,B1_MC,PI,GAL,-1,1,,
382,B1_MC,PI,NW,1,0,,
383,B1_MC,PI,GAL,-1,1,,
384,B1_MC,PI,NW,1,0,,
385,B1_MC,PI,NW,1,0,,
386,B1_MC,PC,GW,1,1,,
387,B1_MC,PI,GAL,-1,1,,
388,B1_MC,PC,GW,1,1,,
389,B1_MC,PC,GW,1,1,,
390,B1_MC,PI,NW,1,0,,
391,B1_MC,PI,NW,1,0,,
392,B1_MC,PI,NW,1,0,,
393,B1_MC,PI,GAL,-1,1,,
394,B1_MC,PI,NW,1,0,,
395,B1_MC,PC,GW,1,1,,
396,B1_MC,PC,GW,1,1,,
397,B1_MC,PI,NW,1,0,,
398,B1_MC,PI,GAL,-1,1,,
399,B1_MC,PC,GW,1,1,,
400,B1_MC,PI,NW,1,0,,
401,B1_MC,PC,NAL,-1,0,,
402,B1_MC,PC,NAL,-1,0,,
403,B1_MC,PI,GAL,-1,1,,
404,B1_MC,PC,NAL,-1,0,,
405,B1_MC,PI,GAL,-1,1,,
406,B1_MC,PC,GW,1,1,,
407,B1_MC,PI,NW,1,0,,
408,B1_MC,PI,GAL,-1,1,,
409,B1_MC,PC,NAL,-1,0,,
410,B1_MC,PI,NW,1,0,,
411,B1_MC,PC,NAL,-1,0,,
412,B1_MC,PI,GAL,-1,1,,
413,B1_MC,PC,GW,1,1,,
414,B1_MC,PC,GW,1,1,,
415,B1_MC,PI,GAL,-1,1,,
416,B1_MC,PI,GAL,-1,1,,
417,B1_MC,PC,NAL,-1,0,,
418,B1_MC,PI,NW,1,0,,
419,B1_MC,PI,GAL,-1,1,,
420,B1_MC,PC,NAL,-1,0,,
421,B1_MC,PI,GAL,-1,1,,
422,B1_MC,PI,GAL,-1,1,,
423,B1_MC,PI,GAL,-1,1,,
424,B1_MC,PI,NW,1,0,,
425,B1_MC,PI,NW,1,0,,
426,B1_MC,PI,GAL,-1,1,,
427,B1_MC,PI,NW,1,0,,
428,B1_MC,PC,NAL,-1,0,,
429,B1_MC,PI,NW,1,0,,
430,B1_MC,PC,GW,1,1,,
431,B1_MC,PI,NW,1,0,,
432,B1_MC,PI,GAL,-1,1,,
433,B1_MC,PC,GW,1,1,,
434,B1_MC,PC,NAL,-1,0,,
435,B1_MC,PI,GAL,-1,1,,
436,B1_MC,PI,NW,1,0,,
437,B1_MC,PI,NW,1,0,,
438,B1_MC,PI,GAL,-1,1,,
439,B1_MC,PI,GAL,-1,1,,
440,B1_MC,PI,GAL,-1,1,,
441,B1_MC,PC,NAL,-1,0,,
442,B1_MC,PC,GW,1,1,,
443,B1_MC,PC,GW,1,1,,
444,B1_MC,PI,GAL,-1,1,,
445,B1_MC,PI,NW,1,0,,
446,B1_MC,PC,GW,1,1,,
447,B1_MC,PI,GAL,-1,1,,
448,B1_MC,PI,GAL,-1,1,,
449,B1_MC,PC,GW,1,1,,
450,B1_MC,PI,GAL,-1,1,,
451,B1_MC,PC,NAL,-1,0,,
452,B1_MC,PC,NAL,-1,0,,
453,B1_MC,PI,GAL,-1,1,,
454,B1_MC,PC,GW,1,1,,
455,B1_MC,PC,NAL,-1,0,,
456,B1_MC,PI,GAL,-1,1,,
457,B1_MC,PI,NW,1,0,,
458,B1_MC,PC,NAL,-1,0,,
459,B1_MC,PI,NW,1,0,,
460,B1_MC,PC,NAL,-1,0,,
461,B1_MC,PI,NW,1,0,,
462,B1_MC,PC,GW,1,1,,
463,B1_MC,PI,GAL,-1,1,,
464,B1_MC,PI,NW,1,0,,
465,B1_MC,PC,NAL,-1,0,,
466,B1_MC,PC,NAL,-1,0,,
467,B1_MC,PI,NW,1,0,,
468,B1_MC,PI,GAL,-1,1,,
469,B1_MC,PI,GAL,-1,1,,
470,B1_MC,PI,NW,1,0,,
471,B1_MC,PC,NAL,-1,0,,
472,B1_MC,PC,GW,1,1,,
473,B1_MC,PC,GW,1,1,,
474,B1_MC,PC,NAL,-1,0,,
475,B1_MC,PC,GW,1,1,,
476,B1_MC,PI,NW,1,0,,
477,B1_MC,PC,GW,1,1,,
478,B1_MC,PC,GW,1,1,,
479,B1_MC,PI,NW,1,0,,
480,B1_MC,PI,GAL,-1,1,,
481,B1_MC,PC,GW,1,1,,
482,B1_MC,PI,GAL,-1,1,,
483,B1_MC,PI,GAL,-1,1,,
484,B1_MC,PC,NAL,-1,0,,
485,B1_MC,PI,GAL,-1,1,,
486,B1_MC,PI,GAL,-1,1,,
487,B1_MC,PI,GAL,-1,1,,
488,B1_MC,PI,NW,1,0,,
489,B1_MC,PC,NAL,-1,0,,
490,B1_MC,PI,NW,1,0,,
491,B1_MC,PC,NAL,-1,0,,
492,B1_MC,PI,NW,1,0,,
493,B1_MC,PC,NAL,-1,0,,
494,B1_MC,PI,GAL,-1,1,,
495,B1_MC,PC,GW,1,1,,
496,B1_MC,PI,GAL,-1,1,,
497,B1_MC,PI,NW,1,0,,
498,B1_MC,PC,NAL,-1,0,,
499,B1_MC,PI,NW,1,0,,
500,B1_MC,PI,GAL,-1,1,,
501,B1_MC,PI,NW,1,0,,
502,B1_MC,PI,NW,1,0,,
503,B1_MC,PC,NAL,-1,0,,
504,B1_MC,PI,NW,1,0,,
505,B1_MC,PC,GW,1,1,,
506,B1_MC,PC,GW,1,1,,
507,B1_MC,PC,NAL,-1,0,,
508,B1_MC,PI,GAL,-1,1,,
509,B1_MC,PI,GAL,-1,1,,
510,B1_MC,PI,NW,1,0,,
511,B1_MC,PC,NAL,-1,0,,
512,B1_MC,PC,NAL,-1,0,,
513,B1_MC,PI,GAL,-1,1,,
514,B1_MC,PC,GW,1,1,,
515,B1_MC,PI,NW,1,0,,
516,B1_MC,PI,NW,1,0,,
517,B1_MC,PC,GW,1,1,,
518,B1_MC,PI,GAL,-1,1,,
519,B1_MC,PI,GAL,-1,1,,
520,B1_MC,PC,NAL,-1,0,,
521,B1_MC,PC,GW,1,1,,
522,B1_MC,PI,GAL,-1,1,,
523,B1_MC,PI,NW,1,0,,
524,B1_MC,PC,GW,1,1,,
525,B1_MC,PI,NW,1,0,,
526,B1_MC,PI,NW,1,0,,
527,B1_MC,PC,NAL,-1,0,,
528,B1_MC,PI,NW,1,0,,
529,B1_MC,PC,GW,1,1,,
530,B1_MC,PC,NAL,-1,0,,
531,B1_MC,PC,GW,1,1,,
532,B1_MC,PI,GAL,-1,1,,
533,B1_MC,PC,NAL,-1,0,,
534,B1_MC,PC,GW,1,1,,
535,B1_MC,PI,NW,1,0,,
536,B1_MC,PI,NW,1,0,,
537,B1_MC,PC,GW,1,1,,
538,B1_MC,PI,NW,1,0,,
539,B1_MC,PC,NAL,-1,0,,
540,B1_MC,PI,GAL,-1,1,,
541,B1_MC,PC,NAL,-1,0,,
542,B1_MC,PC,GW,1,1,,
543,B1_MC,PI,NW,1,0,,
544,B1_MC,PI,GAL,-1,1,,
545,B1_MC,PI,NW,1,0,,
546,B1_MC,PC,GW,1,1,,
547,B1_MC,PI,GAL,-1,1,,
548,B1_MC,PC,GW,1,1,,
549,B1_MC,PI,GAL,-1,1,,
550,B1_MC,PC,NAL,-1,0,,
551,B1_MC,PI,NW,1,0,,
552,B1_MC,PI,NW,1,0,,
553,B1_MC,PI,GAL,-1,1,,
554,B1_MC,PC,NAL,-1,0,,
555,B1_MC,PI,GAL,-1,1,,
556,B1_MC,PI,GAL,-1,1,,
557,B1_MC,PC,GW,1,1,,
558,B1_MC,PI,NW,1,0,,
559,B1_MC,PC,GW,1,1,,
560,B1_MC,PC,NAL,-1,0,,
561,B1_MC,PI,GAL,-1,1,,
562,B1_MC,PI,NW,1,0,,
563,B1_MC,PC,NAL,-1,0,,
564,B1_MC,PC,NAL,-1,0,,
565,B1_MC,PI,GAL,-1,1,,
566,B1_MC,PC,NAL,-1,0,,
567,B1_MC,PC,NAL,-1,0,,
568,B1_MC,PC,GW,1,1,,
569,B1_MC,PI,NW,1,0,,
570,B1_MC,PI,NW,1,0,,
571,B1_MC,PI,NW,1,0,,
572,B1_MC,PI,GAL,-1,1,,
573,B1_MC,PC,GW,1,1,,
574,B1_MC,PI,NW,1,0,,
575,B1_MC,PI,GAL,-1,1,,
576,B1_MC,PI,NW,1,0,,
577,B1_MC,PI,NW,1,0,,
578,B1_MC,PC,GW,1,1,,
579,B1_MC,PC,GW,1,1,,
580,B1_MC,PC,GW,1,1,,
581,B1_MC,PC,GW,1,1,,
582,B1_MC,PC,GW,1,1,,
583,B1_MC,PC,NAL,-1,0,,
584,B1_MC,PC,GW,1,1,,
585,B1_MC,PC,NAL,-1,0,,
586,B1_MC,PI,NW,1,0,,
587,B1_MC,PI,NW,1,0,,
588,B1_MC,PI,NW,1,0,,
589,B1_MC,PC,NAL,-1,0,,
590,B1_MC,PI,NW,1,0,,
591,B1_MC,PC,GW,1,1,,
592,B1_MC,PC,NAL,-1,0,,
593,B1_MC,PI,GAL,-1,1,,
594,B1_MC,PI,GAL,-1,1,,
595,B1_MC,PI,NW,1,0,,
596,B1_MC,PI,NW,1,0,,
597,B1_MC,PC,NAL,-1,0,,
598,B1_MC,PC,NAL,-1,0,,
599,B1_MC,PI,GAL,-1,1,,
600,B1_MC,PI,GAL,-1,1,,
601,B1_MC,PC,GW,1,1,,
602,B1_MC,PC,NAL,-1,0,,
603,B1_MC,PC,GW,1,1,,
604,B1_MC,PI,GAL,-1,1,,
605,B1_MC,PI,NW,1,0,,
606,B1_MC,PC,GW,1,1,,
607,B1_MC,PI,GAL,-1,1,,
608,B1_MC,PI,GAL,-1,1,,
609,B1_MC,PC,NAL,-1,0,,
610,B1_MC,PI,NW,1,0,,
611,B1_MC,PC,GW,1,1,,
612,B1_MC,PC,NAL,-1,0,,
613,B1_MC,PI,NW,1,0,,
614,B1_MC,PI,GAL,-1,1,,
615,B1_MC,PC,GW,1,1,,
616,B1_MC,PC,NAL,-1,0,,
617,B1_MC,PC,NAL,-1,0,,
618,B1_MC,PI,GAL,-1,1,,
619,B1_MC,PC,NAL,-1,0,,
620,B1_MC,PI,NW,1,0,,
621,B1_MC,PC,GW,1,1,,
622,B1_MC,PC,NAL,-1,0,,
623,B1_MC,PI,GAL,-1,1,,
624,B1_MC,PC,GW,1,1,,
625,B1_MC,PI,GAL,-1,1,,
626,B1_MC,PI,GAL,-1,1,,
627,B1_MC,PC,NAL,-1,0,,
628,B1_MC,PC,NAL,-1,0,,
629,B1_MC,PC,GW,1,1,,
630,B1_MC,PC,NAL,-1,0,,
631,B1_MC,PI,GAL,-1,1,,
632,B1_MC,PI,GAL,-1,1,,
633,B1_MC,PC,GW,1,1,,
634,B1_MC,PI,GAL,-1,1,,
635,B1_MC,PI,GAL,-1,1,,
636,B1_MC,PC,GW,1,1,,
637,B1_MC,PC,NAL,-1,0,,
638,B1_MC,PC,NAL,-1,0,,
639,B1_MC,PI,GAL,-1,1,,
640,B1_MC,PC,NAL,-1,0,,
641,B1_MC,PI,GAL,-1,1,,
642,B1_MC,PI,NW,1,0,,
643,B1_MC,PI,NW,1,0,,
644,B1_MC,PC,NAL,-1,0,,
645,B1_MC,PI,GAL,-1,1,,
646,B1_MC,PI,GAL,-1,1,,
647,B1_MC,PC,GW,1,1,,
648,B1_MC,PI,NW,1,0,,
649,B1_MC,PI,NW,1,0,,
650,B1_MC,PI,GAL,-1,1,,
651,B1_MC,PC,GW,1,1,,
652,B1_MC,PC,GW,1,1,,
653,B1_MC,PC,GW,1,1,,
654,B1_MC,PC,NAL,-1,0,,
655,B1_MC,PI,NW,1,0,,
656,B1_MC,PI,GAL,-1,1,,
657,B1_MC,PI,NW,1,0,,
658,B1_MC,PI,NW,1,0,,
659,B1_MC,PI,GAL,-1,1,,
660,B1_MC,PC,NAL,-1,0,,
661,B1_MC,PI,GAL,-1,1,,
